"Journal Data Filtered By:  Selected JCR Year: 2018 Selected Editions: SCIE,SSCI Selected Category Scheme: WoS",,,,,,,,,,,,,,,,
Rank,Full Journal Title,JCR Abbreviated Title,ISSN,Total Cites,Journal Impact Factor,Impact Factor without Journal Self Cites,5-Year Impact Factor,Immediacy Index,Citable Items,Cited Half-Life,Citing Half-life,Eigenfactor Score,Article Influence Score,% Articles in Citable Items,Average Journal Impact Factor Percentile,Normalized Eigenfactor
12205,APPITA,APPITA,1038-6807,343,0.264,0.226,0.308,0.083,24,10.3,10.1,0.000120,0.068,100.00,16.667,0.01522
12205,INTERCIENCIA,INTERCIENCIA,0378-1844,945,0.264,0.229,0.302,0.076,118,10.1,10.0,0.000420,0.054,99.15,2.121,0.05013
12207,AFINIDAD,AFINIDAD,0001-9704,196,0.263,0.175,0.330,0.054,37,8.8,9.0,0.000110,0.042,100.00,0.872,0.01348
12207,B-ENT,B-ENT,1781-782X,421,0.263,0.146,0.583,0.019,53,6.9,9.4,0.000550,0.133,100.00,1.190,0.06654
12207,BIOPHARM INTERNATIONAL,BIOPHARM INT,1542-166X,277,0.263,0.247,0.309,0.164,73,6.4,5.7,0.000340,0.067,100.00,0.931,0.04098
12207,Circulo de Linguistica Aplicada a la Comunicacion,CIRC LINGUIST APL CO,1576-4737,89,0.263,0.137,0.271,0.066,61,Not Available,10.1,0.000090,0.039,98.36,9.511,0.01090
12207,Electronic Research Announcements in Mathematical Sciences,ELECTRON RES ANNOUNC,1935-9179,129,0.263,0.263,0.305,0.111,9,10.1,10.3,0.000360,0.471,100.00,2.070,0.04369
12207,TRIMESTRE ECONOMICO,TRIMEST ECON,0041-3011,178,0.263,0.246,0.322,0.103,29,10.2,10.2,0.000150,0.084,100.00,3.168,0.01880
12213,JOURNAL OF THE JAPANESE SOCIETY FOR FOOD SCIENCE AND TECHNOLOGY-NIPPON SHOKUHIN KAGAKU KOGAKU KAISHI,J JPN SOC FOOD SCI,1341-027X,641,0.262,0.128,0.242,0.013,75,10.3,10.2,0.000230,0.043,53.33,4.815,0.02786
12213,Labour History,LABOUR HIST-AUST,0023-6942,158,0.262,0.214,0.292,0.000,19,10.2,10.4,0.000120,0.086,100.00,11.462,0.01533
12213,Revue Francaise d Allergologie,REV FR ALLERGOL,1877-0320,261,0.262,0.062,0.200,0.302,86,6.7,7.0,0.000110,0.017,82.56,5.556,0.01354
12216,Journal of Israeli History,J ISR HIST,1353-1042,94,0.261,0.261,0.211,Not Available,0,Not Available,Not Available,0.000100,0.137,Not Available,16.316,0.01226
12216,Large Animal Review,LARGE ANIM REV,1124-4593,94,0.261,0.232,0.332,0.071,28,Not Available,10.1,0.000210,0.084,100.00,7.377,0.02514
12218,MOKUZAI GAKKAISHI,MOKUZAI GAKKAISHI,0021-4795,512,0.260,0.260,0.205,0.048,21,10.4,10.2,0.000080,0.040,100.00,11.905,0.01007
12218,STUDIES IN LANGUAGE,STUD LANG,0378-4177,544,0.260,0.240,0.664,0.630,27,10.3,10.2,0.000490,0.300,100.00,8.967,0.05886
12220,Historical Records of Australian Science,HIST REC AUST SCI,0727-3061,46,0.259,0.148,0.158,0.250,12,Not Available,10.4,0.000040,0.057,91.67,8.871,0.00514
12221,CANADIAN JOURNAL OF INFORMATION AND LIBRARY SCIENCE-REVUE CANADIENNE DES SCIENCES DE L INFORMATION ET DE BIBLIOTHECONOMIE,CAN J INFORM LIB SCI,1195-096X,112,0.258,0.226,0.530,0.000,7,7.9,8.0,0.000120,0.111,100.00,9.551,0.01452
12221,INDIAN JOURNAL OF FISHERIES,INDIAN J FISH,0970-6011,702,0.258,0.222,0.333,0.025,80,10.1,10.2,0.000540,0.079,98.75,4.808,0.06480
12223,GENERATIONS-JOURNAL OF THE AMERICAN SOCIETY ON AGING,GENERATIONS,0738-7806,580,0.257,0.257,0.429,0.021,48,10.1,5.4,0.001630,0.373,100.00,6.944,0.19500
12223,LISTY CUKROVARNICKE A REPARSKE,LISTY CUKROV REPAR,1210-3306,73,0.257,0.147,0.157,0.016,63,Not Available,10.0,0.000050,0.015,100.00,4.074,0.00676
12223,OIL GAS-EUROPEAN MAGAZINE,OIL GAS-EUR MAG,0342-5622,119,0.257,0.257,0.267,0.037,27,8.1,10.0,0.000170,0.068,100.00,4.676,0.02033
12226,Ethical Perspectives,ETHICAL PERSPECT,1370-0049,150,0.256,0.209,0.330,0.000,24,10.1,10.1,0.000080,0.068,100.00,6.481,0.01040
12227,Critical Arts-South-North Cultural and Media Studies,CRIT ARTS,0256-0046,218,0.255,0.164,0.417,0.026,38,6.1,10.1,0.000300,0.090,100.00,18.293,0.03606
12227,KOBUNSHI RONBUNSHU,KOBUNSHI RONBUNSHU,0386-2186,285,0.255,0.221,0.211,0.090,67,10.0,10.1,0.000200,0.037,97.01,2.874,0.02398
12229,INDIAN JOURNAL OF AGRICULTURAL SCIENCES,INDIAN J AGR SCI,0019-5022,"1,219",0.253,0.174,0.293,0.034,296,9.7,10.1,0.000830,0.048,93.58,4.386,0.09927
12230,IN PRACTICE,IN PRACTICE,0263-841X,372,0.252,0.238,0.258,0.232,56,9.8,7.7,0.000360,0.072,100.00,12.411,0.04324
12231,Deviance et Societe,DEVIANCE SOC,0378-7931,124,0.250,0.200,0.214,0.143,7,10.2,10.2,0.000110,0.081,100.00,3.443,0.01313
12231,Hiroshima Mathematical Journal,HIROSHIMA MATH J,0018-2079,319,0.250,0.194,0.384,0.125,24,10.4,10.3,0.000360,0.324,100.00,1.752,0.04382
12231,INVESTIGACION CLINICA,INVEST CLIN,0535-5133,175,0.250,0.217,0.384,0.029,35,8.8,9.8,0.000150,0.074,94.29,2.574,0.01847
12231,International Journal of Economic Theory,INT J ECON THEORY,1742-7355,104,0.250,0.250,0.282,0.048,21,8.2,10.3,0.000250,0.166,100.00,2.893,0.03049
12231,JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH,J ARCHIT PLAN RES,0738-0895,411,0.250,0.250,0.586,0.000,4,10.3,10.1,0.000190,0.147,100.00,2.108,0.02290
12231,Minnesota Symposia on Child Psychology,MINN SYM CHILD PSYCH,0076-9266,172,0.250,0.250,0.750,Not Available,0,Not Available,10.4,0.000040,0.213,Not Available,0.658,0.00536
12231,NOTA LEPIDOPTEROLOGICA,NOTA LEPIDOPTEROLOGI,0342-7536,111,0.250,0.214,Not Available,0.263,19,10.2,10.1,0.000090,Not Available,94.74,4.592,0.01173
12231,REVISTA DE LA SOCIEDAD ENTOMOLOGICA ARGENTINA,REV SOC ENTOMOL ARGE,0373-5680,388,0.250,0.232,Not Available,0.227,22,10.3,10.2,0.000180,Not Available,100.00,4.592,0.02244
12231,ZEITSCHRIFT FUR ARBEITS-UND ORGANISATIONSPSYCHOLOGIE,Z ARB ORGAN,0932-4089,171,0.250,0.250,0.449,0.231,13,10.2,9.8,0.000060,0.072,100.00,3.049,0.00779
12240,Bautechnik,BAUTECHNIK,0932-8351,315,0.249,0.147,0.274,0.156,90,7.3,7.4,0.000600,0.099,100.00,3.409,0.07215
12241,Anadolu Psikiyatri Dergisi-Anatolian Journal of Psychiatry,ANADOLU PSIKIYATR DE,1302-6631,399,0.248,0.203,0.378,0.118,102,7.4,10.1,0.000220,0.042,99.02,1.712,0.02713
12241,Onkologe,ONKOLOGE,0947-8965,132,0.248,0.216,0.140,0.075,134,3.1,5.7,0.000170,0.024,98.51,1.957,0.02076
12243,Israel Affairs,ISR AFF,1353-7121,212,0.247,0.196,0.328,0.018,55,8.8,10.2,0.000190,0.071,100.00,8.784,0.02263
12244,NAVAL ENGINEERS JOURNAL,NAV ENG J,0028-1425,296,0.246,0.232,0.327,0.028,36,10.2,9.2,0.000150,0.073,97.22,3.337,0.01894
12245,EUROPEAN JOURNAL OF GYNAECOLOGICAL ONCOLOGY,EUR J GYNAECOL ONCOL,0392-2936,"1,247",0.245,0.232,0.467,0.010,207,9.1,9.6,0.001100,0.104,89.37,2.267,0.13197
12246,Journal of Exotic Pet Medicine,J EXOT PET MED,1557-5063,295,0.244,0.221,0.430,0.051,39,6.9,10.1,0.000380,0.127,92.31,11.702,0.04575
12246,Journal of the History of the Neurosciences,J HIST NEUROSCI,0964-704X,250,0.244,0.178,0.393,0.067,30,10.2,10.4,0.000190,0.123,96.67,4.097,0.02358
12248,TRANSACTIONS OF THE CANADIAN SOCIETY FOR MECHANICAL ENGINEERING,T CAN SOC MECH ENG,0315-8977,330,0.243,0.189,0.389,0.273,44,7.2,7.4,0.000400,0.087,97.73,3.488,0.04793
12249,ARQUIVO BRASILEIRO DE MEDICINA VETERINARIA E ZOOTECNIA,ARQ BRAS MED VET ZOO,0102-0935,"1,611",0.242,0.220,0.388,0.035,259,8.7,10.1,0.001580,0.100,100.00,10.993,0.18828
12249,OSTEUROPA,OSTEUROPA,0030-6428,231,0.242,0.079,0.213,0.046,87,6.4,7.9,0.000220,0.035,100.00,2.557,0.02684
12251,GEFAHRSTOFFE REINHALTUNG DER LUFT,GEFAHRST REINHALT L,0949-8036,174,0.241,0.147,0.265,0.091,44,6.3,8.5,0.000160,0.040,100.00,1.018,0.01934
12251,TOPICS IN CLINICAL NUTRITION,TOP CLIN NUTR,0883-5691,163,0.241,0.172,0.279,0.065,31,9.4,8.2,0.000110,0.056,74.19,5.172,0.01361
12251,Turkish Journal of Geriatrics-Turk Geriatri Dergisi,TURK J GERIATR,1304-2947,226,0.241,0.133,0.206,0.014,70,8.0,7.6,0.000080,0.024,95.71,2.555,0.01069
12251,Turkish Journal of Geriatrics-Turk Geriatri Dergisi,TURK J GERIATR,1304-2947,226,0.241,0.133,0.206,0.014,70,8.0,7.6,0.000080,0.024,95.71,2.555,0.01069
12251,UNIVERSITY OF CINCINNATI LAW REVIEW,U CINCI LAW REV,0009-6881,336,0.241,0.241,Not Available,0.025,40,10.2,8.5,0.000360,Not Available,97.50,7.770,0.04321
12256,ELECTRICAL ENGINEERING IN JAPAN,ELECTR ENG JPN,0424-7760,528,0.240,0.240,0.265,0.099,101,10.1,8.3,0.000390,0.056,100.00,1.692,0.04711
12256,Korean Economic Review,KOREAN ECON REV,0254-3737,42,0.240,0.120,0.284,0.000,12,Not Available,10.2,0.000100,0.110,91.67,2.617,0.01283
12256,Onomazein,ONOMAZEIN,0717-1285,173,0.240,0.240,0.439,0.238,42,5.5,10.2,0.000350,0.122,100.00,8.424,0.04245
12259,Mausam,MAUSAM,0252-9416,443,0.238,0.172,0.517,0.017,60,9.7,10.2,0.000580,0.127,100.00,0.581,0.06971
12259,WAR IN HISTORY,WAR HIST,0968-3445,118,0.238,0.238,0.333,0.150,20,8.3,10.3,0.000130,0.103,100.00,10.104,0.01645
12261,Differences-A Journal of Feminist Cultural Studies,DIFFERENCES,1040-7391,423,0.237,0.237,0.854,0.000,13,10.1,10.1,0.000410,0.307,100.00,13.040,0.04967
12261,ECONOMIST-NETHERLANDS,ECONOMIST-NETHERLAND,0013-063X,367,0.237,0.237,0.691,0.238,21,10.1,9.6,0.000250,0.198,100.00,2.342,0.03016
12261,INDOGERMANISCHE FORSCHUNGEN,INDOGER FORSCH,0019-7262,85,0.237,0.158,0.149,0.083,12,Not Available,10.3,0.000000,0.000,100.00,7.880,0.00000
12264,Revista Brasileira de Medicina do Esporte,REV BRAS MED ESPORTE,1517-8692,909,0.236,0.225,0.465,0.080,88,9.9,8.6,0.000300,0.051,89.77,0.610,0.03568
12265,EARTH SCIENCES HISTORY,EARTH SCI HIST,0736-623X,68,0.235,0.147,0.274,0.273,22,Not Available,10.4,0.000120,0.114,100.00,4.843,0.01503
12265,EARTH SCIENCES HISTORY,EARTH SCI HIST,0736-623X,68,0.235,0.147,0.274,0.273,22,Not Available,10.4,0.000120,0.114,100.00,4.843,0.01503
12265,MALIMBUS,MALIMBUS,0331-3689,61,0.235,0.176,Not Available,0.200,5,Not Available,10.2,0.000030,Not Available,100.00,8.929,0.00429
12265,ORNITOLOGIA NEOTROPICAL,ORNITOL NEOTROP,1075-4377,557,0.235,0.198,0.519,0.115,52,10.1,10.2,0.000380,0.155,100.00,8.929,0.04612
12269,Bauphysik,BAUPHYSIK,0171-5445,132,0.233,0.189,0.205,0.128,47,7.2,7.4,0.000140,0.051,100.00,3.968,0.01671
12269,CULTURAL CRITIQUE,CULT CRIT,0882-4371,467,0.233,0.233,0.321,0.000,32,10.4,10.2,0.000180,0.131,78.13,13.415,0.02184
12269,Indian Journal of Gender Studies,INDIAN J GEND STUD,0971-5215,178,0.233,0.233,0.330,0.000,19,9.7,10.2,0.000130,0.102,100.00,7.955,0.01649
12269,Revista Espanola de Linguistica Aplicada,REV ESP LINGUIST APL,0213-2028,191,0.233,0.233,0.320,0.125,24,10.1,10.2,0.000130,0.078,95.83,7.337,0.01563
12269,Zeitschrift fur Neuropsychologie,Z NEUROPSYCHOL,1016-264X,78,0.233,0.233,0.375,0.000,21,Not Available,10.1,0.000090,0.080,80.95,2.252,0.01109
12274,Nutrition Clinique et Metabolisme,NUTR CLIN METAB,0985-0562,97,0.232,0.130,0.197,0.094,32,Not Available,8.4,0.000070,0.030,78.13,3.218,0.00890
12275,Acta Linguistica Hungarica,ACTA LINGUIST HUNGAR,1216-8076,150,0.231,0.205,0.259,0.048,21,10.3,10.3,0.000150,0.143,100.00,6.793,0.01819
12275,Asian Women,ASIAN WOMEN,1225-925X,61,0.231,0.154,0.186,0.000,20,Not Available,9.6,0.000080,0.075,100.00,5.682,0.01011
12275,Journal of South Asian Development,J S ASIAN DEV,0973-1741,59,0.231,0.231,0.368,0.000,13,Not Available,10.0,0.000200,0.224,100.00,1.220,0.02388
12275,NWIG-New West Indian Guide-Nieuwe West-Indische Gids,NWIG-NEW W INDIAN GU,1382-2373,62,0.231,0.231,0.182,0.000,7,Not Available,9.3,0.000020,0.059,85.71,7.432,0.00307
12275,Revista de la Union Matematica Argentina,REV UNION MAT ARGENT,0041-6932,117,0.231,0.231,0.393,0.130,23,8.7,10.3,0.000220,0.201,100.00,1.209,0.02657
12275,TURK PSIKOLOJI DERGISI,TURK PSIKOL DERG,1300-4433,251,0.231,0.192,0.303,0.000,12,10.4,10.3,0.000020,0.028,100.00,1.095,0.00286
12275,ZEITGESCHICHTE,ZEITGESCHICHTE,0256-5250,28,0.231,0.231,0.130,Not Available,0,Not Available,Not Available,0.000060,0.052,Not Available,14.211,0.00815
12282,Hidrobiologica,HIDROBIOLOGICA,0188-8897,322,0.230,0.207,0.377,0.000,38,9.6,10.2,0.000270,0.098,100.00,0.463,0.03305
12283,Journal of the Ramanujan Mathematical Society,J RAMANUJAN MATH SOC,0970-1249,178,0.229,0.229,0.301,0.000,23,10.1,10.3,0.000550,0.310,100.00,1.115,0.06631
12284,ASIAN JOURNAL OF WOMENS STUDIES,ASIAN J WOMEN STUD,1225-9276,114,0.228,0.211,0.391,0.000,27,6.5,10.0,0.000290,0.160,100.00,3.409,0.03473
12284,Current Topics in Nutraceutical Research,CURR TOP NUTRACEUT R,1540-7535,110,0.228,0.140,0.269,0.091,33,8.2,8.9,0.000070,0.044,84.85,1.718,0.00915
12284,UTILITAS MATHEMATICA,UTILITAS MATHEMATICA,0315-3681,565,0.228,0.207,0.315,0.030,101,10.0,10.2,0.000780,0.130,100.00,0.499,0.09375
12287,INDIAN JOURNAL OF ANIMAL SCIENCES,INDIAN J ANIM SCI,0367-8318,"1,244",0.227,0.143,0.263,0.035,258,9.0,10.1,0.000740,0.040,97.29,5.738,0.08919
12287,Names-A Journal of Onomastics,NAMES,0027-7738,152,0.227,0.136,0.290,0.125,24,10.1,10.1,0.000090,0.066,100.00,6.250,0.01112
12289,BALTIC ASTRONOMY,BALT ASTRON,1392-0049,284,0.226,0.226,0.256,Not Available,0,Not Available,10.0,0.000140,0.070,Not Available,2.174,0.01764
12289,SOUTHWESTERN NATURALIST,SOUTHWEST NAT,0038-4909,"1,120",0.226,0.226,0.328,Not Available,0,Not Available,10.4,0.000510,0.109,Not Available,2.029,0.06150
12291,French History,FR HIST,0269-1191,99,0.225,0.225,0.213,0.000,21,Not Available,10.3,0.000070,0.055,100.00,13.158,0.00930
12292,AFRICAN STUDIES,AFR STUD-UK,0002-0184,343,0.224,0.224,0.567,0.156,32,10.2,10.2,0.000380,0.227,96.88,6.081,0.04534
12293,Turkish Journal of Physical Medicine and Rehabilitation,TURK J PH MED REHAB,2587-0823,185,0.223,0.205,0.295,0.080,50,5.5,10.0,0.000260,0.061,96.00,0.769,0.03193
12294,Informacios Tarsadalom,INF TARSAD,1587-8694,19,0.222,0.067,0.130,0.000,23,Not Available,6.5,0.000010,0.007,100.00,8.427,0.00126
12294,MILITARY OPERATIONS RESEARCH,MIL OPER RES,1082-5983,116,0.222,0.222,0.386,0.250,4,Not Available,10.2,0.000090,0.101,100.00,0.595,0.01111
12294,Zeitschrifte fur Familienforschung-Journal of Family Research,Z FAMILIENFORSCH,1437-2940,162,0.222,0.083,0.455,0.000,16,7.6,8.4,0.000130,0.113,100.00,3.261,0.01557
12297,RILCE-Revista de Filologia Hispanica,RILCE-REV FILOL HISP,0213-2370,115,0.221,0.182,0.268,0.292,48,6.6,10.2,0.000070,0.038,97.92,5.707,0.00917
12298,EPE Journal,EPE J,0939-8368,124,0.219,0.188,0.227,0.250,16,9.9,8.5,0.000030,0.030,100.00,1.316,0.00454
12298,PROGRESS IN BIOCHEMISTRY AND BIOPHYSICS,PROG BIOCHEM BIOPHYS,1000-3282,305,0.219,0.171,0.171,0.045,112,7.7,5.9,0.000250,0.031,59.82,1.445,0.03029
12298,War & Society,WAR SOC,0729-2473,86,0.219,0.219,0.263,0.000,16,Not Available,10.4,0.000170,0.171,100.00,12.105,0.02037
12301,Neurology Asia,NEUROL ASIA,1823-6138,215,0.218,0.182,0.315,0.059,51,6.4,9.9,0.000310,0.075,92.16,0.754,0.03722
12302,ISI Bilimi ve Teknigi Dergisi-Journal of Thermal Science and Technology,ISI BILIM TEK DERG,1300-3615,106,0.217,0.200,0.327,0.048,21,6.1,8.6,0.000110,0.056,100.00,3.440,0.01363
12302,MITTEILUNGEN KLOSTERNEUBURG,MITT KLOSTERNEUBURG,0007-5922,79,0.217,0.174,0.182,0.000,21,Not Available,10.1,0.000060,0.031,100.00,6.528,0.00785
12304,Dutch Crossing-Journal of Low Countries Studies,DUTCH CROSSING,0309-6564,30,0.216,0.162,0.143,0.000,17,Not Available,10.4,0.000080,0.077,100.00,11.053,0.01011
12304,JOURNAL OF THE FACULTY OF AGRICULTURE KYUSHU UNIVERSITY,J FAC AGR KYUSHU U,0023-6152,346,0.216,0.136,0.297,0.000,62,9.5,10.1,0.000200,0.047,100.00,2.632,0.02395
12304,JOURNAL OF THE KANSAS ENTOMOLOGICAL SOCIETY,J KANSAS ENTOMOL SOC,0022-8567,"1,263",0.216,0.189,0.447,0.056,18,10.4,10.3,0.000350,0.134,100.00,2.551,0.04197
12304,Light & Engineering,LIGHT ENG,0236-2945,117,0.216,0.108,0.206,0.053,94,4.7,8.1,0.000050,0.015,100.00,1.259,0.00702
12304,PHYTON-ANNALES REI BOTANICAE,PHYTON-ANN REI BOT A,0079-2047,369,0.216,0.162,0.283,0.143,14,10.4,10.3,0.000080,0.065,100.00,2.851,0.01005
12309,Acta Scientiae Veterinariae,ACTA SCI VET,1678-0345,443,0.215,0.194,0.311,0.040,101,6.5,10.1,0.000590,0.072,99.01,10.284,0.07084
12309,Archives des Maladies Professionnelles et de l Environnement,ARCH MAL PROF ENVIRO,1775-8785,147,0.215,0.101,0.254,0.053,38,8.3,9.6,0.000110,0.044,100.00,0.806,0.01379
12311,BANGLADESH JOURNAL OF BOTANY,BANGL J BOT,0253-5416,273,0.214,0.182,0.247,0.056,125,5.4,10.1,0.000360,0.049,100.00,2.412,0.04367
12311,Linguistica Antverpiensia New Series-Themes in Translation Studies,LING ANTVERP NEW SER,0304-2294,106,0.214,0.214,0.368,0.000,15,10.1,8.8,0.000120,0.135,100.00,5.163,0.01439
12311,NEGOTIATION JOURNAL,NEGOTIATION J,0748-4526,455,0.214,0.214,0.593,0.080,25,10.2,10.2,0.000260,0.147,100.00,2.509,0.03117
12314,JOURNAL OF VALUE INQUIRY,J VALUE INQUIRY,0022-5363,262,0.213,0.163,0.335,0.161,31,10.2,10.2,0.000120,0.052,100.00,4.630,0.01491
12314,REVISTA CIENTIFICA-FACULTAD DE CIENCIAS VETERINARIAS,REV CIENT-FAC CIEN V,0798-2259,235,0.213,0.181,0.235,0.000,40,9.2,10.1,0.000080,0.025,100.00,9.574,0.01063
12316,Journal of Nepal Medical Association,J NEPAL MED ASSOC,0028-2715,293,0.212,0.195,0.258,0.058,103,8.5,8.3,0.000190,0.044,99.03,1.541,0.02343
12317,Hong Kong Law Journal,HONG KONG LAW J,0378-0600,116,0.211,0.092,0.274,0.044,45,6.3,8.4,0.000150,0.061,97.78,7.095,0.01888
12318,ASHRAE JOURNAL,ASHRAE J,0001-2491,793,0.209,0.169,0.265,0.071,85,10.2,6.5,0.000300,0.052,100.00,2.273,0.03680
12318,CURRENT HISTORY,CURR HIST,0011-3530,271,0.209,0.209,0.392,0.065,46,Not Available,10.1,0.000340,0.115,100.00,2.917,0.04092
12320,International Insolvency Review,INT INSOLV REV,1180-0518,45,0.208,0.167,0.190,0.333,15,Not Available,8.5,0.000010,0.021,100.00,3.452,0.00193
12320,Rutgers University Law Review,RUTGERS U LAW REV,2374-3859,51,0.208,0.111,0.218,1.056,18,Not Available,7.7,0.000070,0.041,100.00,6.419,0.00862
12320,Zeitschrift fur Sportpsychologie,Z SPORTPSYCHOL,1612-5010,82,0.208,0.125,0.483,0.167,12,Not Available,9.4,0.000060,0.084,91.67,1.829,0.00794
12323,ANNALES MEDICO-PSYCHOLOGIQUES,ANN MED-PSYCHOL,0003-4487,616,0.207,0.119,0.199,0.137,153,10.1,10.1,0.000310,0.035,99.35,1.488,0.03690
12323,FILTRATION & SEPARATION,FILTR SEPARAT,0015-1882,380,0.207,0.207,0.163,0.021,48,Not Available,10.3,0.000070,0.022,100.00,3.261,0.00876
12323,Gedrag & Organisatie,GEDRAG ORGAN,0921-5077,100,0.207,0.103,0.318,0.611,18,8.8,9.7,0.000110,0.097,94.44,0.702,0.01341
12326,AUSTRAL JOURNAL OF VETERINARY SCIENCES,AUSTRAL J VET SCI,0719-8000,10,0.206,0.206,0.206,0.115,26,Not Available,10.1,0.000020,0.061,96.15,8.865,0.00324
12326,International Journal of the History of Sport,INT J HIST SPORT,0952-3367,773,0.206,0.179,0.458,0.061,33,7.4,10.3,0.000860,0.098,100.00,5.481,0.10258
12328,International Journal of Clinical and Experimental Pathology,INT J CLIN EXP PATHO,1936-2625,"9,613",0.205,0.189,1.357,0.026,692,3.8,6.2,0.023430,0.274,96.10,0.872,2.78815
12328,LABOUR-LE TRAVAIL,LABOUR-TRAVAIL,0700-3862,294,0.205,0.205,0.243,0.188,16,10.4,10.2,0.000190,0.135,81.25,5.400,0.02263
12330,CONTEMPORARY PSYCHOANALYSIS,CONTEMP PSYCHOANAL,0010-7530,469,0.204,0.148,0.457,0.560,25,10.3,10.3,0.000420,0.214,100.00,6.297,0.05084
12330,Electronics and Communications in Japan,ELECTR COMMUN JPN,1942-9533,252,0.204,0.204,0.230,0.101,99,6.4,10.0,0.000320,0.051,98.99,0.564,0.03894
12330,JOURNAL OF THE AMERICAN POMOLOGICAL SOCIETY,J AM POMOL SOC,1527-3741,192,0.204,0.184,0.276,0.077,13,10.2,10.2,0.000100,0.060,92.31,6.000,0.01206
12330,Revista de la Facultad de Agronomia de la Universidad del Zulia,REV FAC AGRON LUZ,0378-7818,112,0.204,0.163,0.139,0.083,24,9.6,9.3,0.000030,0.013,100.00,5.056,0.00422
12334,Pflege,PFLEGE,1012-5302,134,0.203,0.203,0.331,0.074,27,8.4,7.1,0.000090,0.053,92.59,1.261,0.01166
12334,Pflege,PFLEGE,1012-5302,134,0.203,0.203,0.331,0.074,27,8.4,7.1,0.000090,0.053,92.59,1.261,0.01166
12336,WasserWirtschaft,WASSERWIRTSCHAFT,0043-0978,213,0.202,0.113,0.165,0.102,128,6.4,7.7,0.000160,0.024,100.00,1.648,0.02015
12337,LASER FOCUS WORLD,LASER FOCUS WORLD,1043-8092,201,0.201,0.188,0.193,0.000,77,9.4,1.9,0.000170,0.034,100.00,0.526,0.02025
12338,Andamios,ANDAMIOS,1870-0063,108,0.200,0.187,0.237,0.057,35,6.7,10.2,0.000080,0.035,100.00,3.365,0.01008
12338,Asian Biomedicine,ASIAN BIOMED,1905-7415,253,0.200,0.200,0.293,0.200,5,6.3,8.3,0.000330,0.064,80.00,1.838,0.04006
12338,Asian Economic Journal,ASIAN ECON J,1351-3958,282,0.200,0.200,0.581,0.222,18,10.0,10.2,0.000200,0.165,100.00,2.066,0.02403
12338,Bradleya,BRADLEYA,0265-086X,79,0.200,0.020,0.177,0.143,21,Not Available,10.3,0.000020,0.014,100.00,1.974,0.00239
12338,French Cultural Studies,FR CULT STUD,0957-1558,97,0.200,0.167,0.234,0.032,31,Not Available,10.1,0.000090,0.047,100.00,10.976,0.01165
12338,JAHRBUCHER FUR NATIONALOKONOMIE UND STATISTIK,JAHRB NATL STAT,0021-4027,229,0.200,0.200,0.309,0.222,18,9.3,8.0,0.000230,0.130,100.00,1.543,0.02844
12338,KOREAN JOURNAL OF DEFENSE ANALYSIS,KOREAN J DEF ANAL,1016-3271,87,0.200,0.123,0.210,0.031,32,Not Available,6.0,0.000090,0.043,100.00,2.747,0.01101
12338,Korea Observer,KOREA OBS,0023-3919,95,0.200,0.167,0.294,0.000,28,Not Available,10.0,0.000160,0.095,100.00,3.738,0.02020
12338,Language Matters,LANG MATTERS,1022-8195,101,0.200,0.200,0.427,0.000,20,6.8,10.2,0.000180,0.135,100.00,4.620,0.02185
12338,VETERINARIA MEXICO,VET MEXICO,0301-5092,168,0.200,0.160,0.280,0.000,12,10.3,10.1,0.000040,0.069,91.67,8.156,0.00539
12338,Zeitschrift fur Soziologie der Erziehung und Sozialisation,Z SOZIOL ERZIEH SOZI,1436-1957,69,0.200,0.200,0.155,0.067,15,Not Available,8.3,0.000050,0.033,100.00,1.852,0.00603
12349,CHEMISTRY & INDUSTRY,CHEM IND-LONDON,0009-3068,646,0.198,0.198,0.136,0.000,48,Not Available,10.4,0.000070,0.020,100.00,3.521,0.00852
12350,Hong Kong Journal of Paediatrics,HONG KONG J PAEDIATR,1013-9923,126,0.197,0.155,0.226,0.697,33,6.5,10.0,0.000130,0.060,93.94,1.200,0.01555
12350,Journal of Pediatric Infectious Diseases,J PEDIAT INF DIS-GER,1305-7707,65,0.197,0.115,Not Available,0.096,52,Not Available,9.2,0.000050,Not Available,84.62,1.443,0.00703
12350,REVISTA COLOMBIANA DE ENTOMOLOGIA,REV COLOMB ENTOMOL,0120-0488,379,0.197,0.145,0.420,0.568,37,8.1,10.2,0.000310,0.110,100.00,1.531,0.03787
12353,Pratiques Psychologiques,PRAT PSYCHOL,1269-1763,93,0.196,0.196,0.259,0.038,26,Not Available,10.2,0.000080,0.057,100.00,0.507,0.01044
12353,Pratiques Psychologiques,PRAT PSYCHOL,1269-1763,93,0.196,0.196,0.259,0.038,26,Not Available,10.2,0.000080,0.057,100.00,0.507,0.01044
12353,Teknik Dergi,TEK DERGI,1300-3453,65,0.196,0.130,0.255,0.103,29,Not Available,10.1,0.000060,0.050,100.00,1.136,0.00772
12356,Feministische Studien,FEMINISTISCHE STUD,0723-5186,30,0.194,0.194,0.121,0.000,11,Not Available,8.9,0.000060,0.046,100.00,1.136,0.00719
12357,VLAAMS DIERGENEESKUNDIG TIJDSCHRIFT,VLAAMS DIERGEN TIJDS,0303-9021,168,0.193,0.170,0.357,0.000,43,7.5,10.0,0.000220,0.085,79.07,7.447,0.02628
